Kenteken,"As nummer","Aantal assen","Aangedreven as",Hefas,"Plaatscode as",Spoorbreedte,"Weggedrag code","Wettelijk toegestane maximum aslast","Technisch toegestane maximum aslast"
SZ230Z,2,2,,,A,159,,1375,1375
SN042Z,1,2,,,V,156,,1075,1075
TB022G,2,2,,,A,157,,1000,1000
RB546R,2,2,,,A,147,,900,
SZ402S,2,2,,,A,153,,1110,
SZ272L,1,2,,,V,156,,1015,1015
SP964J,2,2,,,A,141,,695,
SZ462D,2,2,,,A,157,,1090,1090
SV022P,1,2,,,V,154,,1040,
V781PX,1,2,,,V,157,,1350,1350
SZ906T,2,2,,,A,155,,915,915
SZ012X,2,2,,,A,161,,1050,1050
V509PP,2,2,,N,A,153,,1140,1140
V539NZ,1,2,,,V,151,,1080,1080
46TLXN,1,2,,,,155,,985,985
TB450X,1,2,,,V,154,,795,
TB757D,1,2,,,V,161,,1125,1125
ST372P,1,2,,,V,166,,1290,1290
59BKZ1,1,2,N,N,V,,,8000,8000
15WSRB,1,1,,N,A,,,1350,1350
SZ011L,2,2,,,A,153,,1075,1075
SX551K,1,2,,,V,146,,770,
TD179K,2,2,,,A,161,,1230,
TB862N,2,2,,,A,152,,900,
TD669G,1,2,,,V,155,,940,
SZ453D,1,2,,,V,156,,1020,1020
TB760B,2,2,,,A,144,,780,780
V375ND,1,2,,N,V,174,,1900,1900
SZ848R,1,2,,,V,149,,935,935
V960PR,2,2,,,A,154,,1300,1300
SZ303T,1,2,,,V,153,,1035,1035
TB611F,2,2,,,A,153,,1115,1115
TB047K,2,2,,,A,153,,930,930
TB111F,1,2,,,V,146,,850,850
TD970G,2,2,,,A,155,,915,
SV728B,2,2,,,A,151,,852,
TB079K,2,2,,,A,156,,1020,1020
TD077K,2,2,,,A,154,,1195,
OR39KD,3,3,,N,A,,,9000,9000
OR72KH,3,3,,J,A,,,9000,9000
SR021H,2,2,,,A,161,,1175,
23WSRJ,1,2,,N,A,,,1000,1000
SZ618G,2,2,,,A,154,,925,925
TB109F,2,2,,,A,150,,970,970
TD132K,2,2,,,A,163,,1145,
SB018X,1,2,,,V,159,,975,
TB145F,2,2,,,A,152,,980,980
SN930P,1,2,,,V,142,,720,
TB641P,1,2,,,V,162,,1050,1050
TB092F,2,2,,,A,149,,815,815
SZ071D,1,2,,,V,148,,1050,1050
OR22KK,1,3,,J,A,,,9000,9000
SH085T,2,2,,,A,146,,785,
48YD75,1,2,,,V,175,,1800,
91WSSV,1,2,,N,A,,,10000,10000
TB143F,2,2,,,A,152,,980,980
V706PR,2,2,,N,A,176,,2450,2450
TB747G,2,2,,,A,154,,970,970
TB004Z,1,2,,,V,158,,1010,1010
TB384R,2,2,,,A,198,,2500,
OR58KH,3,3,,J,A,,,9000,9000
OR50KH,2,3,,N,A,,,9000,9000
OR91JJ,2,2,,N,A,,,9000,9000
TD866J,2,2,,,A,157,,935,
TB854H,1,2,,,V,143,,600,600
TB850D,2,2,,,A,144,,790,790
TD819J,1,2,,,V,155,,1060,
SX232Z,1,2,,,V,155,,910,
SV419F,2,2,,,A,200,,2000,
V247PZ,2,2,,,A,163,,1650,1650
TB060G,2,2,,,A,142,,710,710
OR38KD,2,3,,N,A,,,9000,9000
SV385T,2,2,,,A,152,,900,
SX822G,2,2,,,A,155,,1160,1160
TB658N,1,2,,,V,157,,970,970
V365KF,2,2,N,,A,163,,1550,1550
SZ613N,1,2,,,V,150,,850,850
TD233D,1,2,,,V,175,,1400,
SJ716L,2,2,,,A,148,,850,
V794PX,1,2,,N,V,141,,1900,1900
OR98KG,3,3,,N,A,,,9000,9000
SV157V,2,2,,,A,152,,867,867
TD166K,1,2,,,V,155,,960,
V508PB,2,2,,N,A,163,,1650,1650
V329PX,2,2,,,A,156,,1050,1050
SK531S,1,2,,,V,149,,1060,
OR34KD,1,3,,N,A,,,9000,9000
TB523G,2,2,,,A,140,,720,720
TD071K,1,2,,,V,143,,830,
V423LX,2,2,N,,A,179,,2100,2100
TB794D,1,2,,,V,161,,1125,1125
86BLB8,1,2,N,N,V,,,7100,7100
SZ012X,1,2,,,V,160,,1150,1150
TB671J,1,2,,,V,157,,1064,1064
TB408N,1,2,,,V,169,,1475,1475
TB600R,2,2,,,A,156,,1175,1175
TB979K,1,2,,,V,152,,740,740
SZ311K,2,2,,,A,153,,910,910
74BLB6,2,2,J,N,A,,G,7200,7200
V543PT,2,2,,,A,153,,1230,1230
SG209K,2,2,,,A,155,,960,960
TB790G,1,2,,,V,156,,1100,1100
OR08JT,3,3,,N,A,,,9000,9000
73BLB9,3,3,N,J,A,,,7500,7500
23WSGS,2,2,,N,A,,,800,800
SZ601X,2,2,,,A,157,,910,910
SZ700G,1,2,,,V,153,,910,910
SZ385N,2,2,,,A,142,,695,695
V716PX,1,2,,,V,162,,1585,1585
TD284K,2,2,,,A,161,,755,
OR50KH,1,3,,N,A,,,9000,9000
V006NH,1,2,,N,V,154,,1050,1050
SB692L,2,2,,,A,159,,1175,
OR67KG,3,3,,N,A,,,9000,9000
SZ679K,1,2,,,V,148,,920,920
V178PX,2,2,,,A,174,,2250,2250
V695PT,2,2,,N,A,155,,3200,3200
SZ574V,1,2,,,V,153,,920,920
TB732F,2,2,,,A,163,,1200,1200
TB255Z,2,2,,,A,148,,790,790
SX503Z,2,2,,,A,152,,765,765
SZ569V,1,2,,,V,158,,1000,1000
TB013X,2,2,,,A,156,,855,
TD234K,1,2,,,V,157,,1125,
TB992T,2,2,,,A,141,,650,650
TB685J,2,2,,,A,155,,950,950
TD824G,1,2,,,V,145,,810,
SR293J,1,2,,,V,154,,1020,1020
TB063G,1,2,,,V,141,,740,740
PP302P,2,2,,,A,158,,1150,
SZ383G,2,2,,,A,154,,921,921
TB675D,2,2,,,A,150,,1050,1050
14ZKVG,1,2,,,,142,,695,695
SZ330G,1,2,,,V,155,,1015,1015
OR92KJ,1,3,,J,A,,,9000,9000
RV920F,2,2,,,A,146,,770,
TB135N,1,2,,,V,157,,1085,1085
SP029H,2,2,,,A,143,,790,
OR92KJ,2,3,,N,A,,,9000,9000
TB555Z,2,2,,,A,198,,2400,
SZ528B,1,2,,,V,153,,930,930
V218PX,2,2,,,A,105,,1200,1200
SZ679L,1,2,,,V,158,,1050,1050
TB679F,2,2,,,A,163,,1070,1070
OR94KG,3,3,,N,A,,,9000,9000
TB073J,1,2,,,V,152,,900,900
TB721B,2,2,,,A,160,,1294,1294
TB205V,2,2,,,A,157,,1120,1120
57WSSN,1,2,,N,A,,,1750,1750
TD047K,2,2,,,A,157,,980,
TB982D,1,2,,,V,150,,830,830
TB590D,1,2,,,V,141,,710,710
SX404X,1,2,,,V,144,,840,840
TD875J,2,2,,,A,142,,640,
33WSSP,1,1,,N,A,,,1200,1200
OR59KH,2,3,,N,A,,,9000,9000
SX560B,1,2,,,V,154,,895,895
SZ327K,2,2,,,A,151,,960,960
TB110K,1,2,,,V,153,,940,940
SN067G,1,2,,,V,148,,900,
SZ580V,2,2,,,A,141,,650,650
V206NS,1,2,,N,V,173,,1650,1650
TD166K,2,2,,,A,152,,870,
OR23KJ,2,3,,N,A,,,9000,9000
OR91KJ,3,3,,N,A,,,9000,9000
SZ544G,1,2,,,V,166,,1420,1420
SZ257L,2,2,,,A,154,,990,990
SZ138S,2,2,,,A,157,,970,970
SZ650R,2,2,,,A,156,,1090,1090
ST134X,2,2,,,A,140,,720,720
V887PT,1,2,,,V,149,,950,950
73SVRS,2,2,,,A,149,,860,
TD368D,2,2,,,A,152,,1010,
SN042Z,2,2,,,A,161,,1255,1255
TB359N,2,2,,,A,141,,650,650
ST649T,1,2,,,V,148,,1000,
TB868G,1,2,,,V,166,,1300,1300
SZ080L,2,2,,,A,146,,800,800
SZ830Z,1,2,,,V,149,,890,
SZ378L,1,2,,,V,154,,970,970
V824PS,2,2,,,A,170,,2240,2240
TB889H,2,2,,,A,162,,1010,1010
V574PX,1,2,,,V,181,,1630,1630
V324PR,1,2,,,V,154,,1075,1075
TB030Z,1,2,,,V,150,,850,850
TB581R,1,2,,,V,162,,1120,1120
SZ547Z,2,2,,,A,157,,970,970
12BKZ6,1,2,N,N,V,,,7500,7500
TB013X,1,2,,,V,153,,960,
TB779L,1,2,,,V,143,,730,730
61SGBX,1,2,,,,143,,930,930
TD855J,2,2,,,A,152,,970,
V079PS,1,2,,,V,151,,1200,1200
TB248T,1,2,,,V,154,,965,965
SV119J,2,2,,,A,141,,695,
V554PX,2,2,,,A,155,,1920,1920
TB398S,2,2,,,A,147,,860,860
TB406K,2,2,,,A,147,,790,790
TB608F,2,2,,,A,153,,1075,1075
TB668J,1,2,,,V,155,,980,980
TD125D,1,2,,,V,157,,1080,
TB679Z,1,2,,,V,153,,1020,1020
V055RB,2,2,,N,A,163,,1650,1650
09WSKR,1,2,,N,A,,,1000,1000
SV589X,2,2,,,A,156,,1060,1060
TB856B,1,2,,,V,156,,920,920
SV256B,2,2,,,A,198,,2500,
TD250F,1,2,,,V,162,,1575,
SR489H,1,2,,,V,162,,1230,
SZ629V,2,2,,,A,150,,880,880
TD057D,1,2,,,V,181,,1850,
SX368S,2,2,,,A,157,,960,960
TB299G,2,2,,,A,157,,895,895
TB690Z,1,2,,,V,154,,1050,1050
SK911B,2,2,,,A,147,,825,
SX726L,1,2,,,V,150,,840,840
TB146K,2,2,,,A,152,,940,940
TB599X,1,2,,,V,161,,895,
TD060G,2,2,,,A,147,,765,765
TB613P,2,2,,,A,162,,1010,1010
SN650D,2,2,,,A,152,,860,860
TB065G,1,2,,,V,141,,740,740
SZ224X,1,2,,,V,139,,745,745
TD071K,2,2,,,A,143,,790,
TD889J,2,2,,,A,157,,1055,
TB817N,1,2,,,V,159,,1040,
SZ578S,1,2,,,V,141,,770,
V202LP,2,2,,N,A,173,,1650,1650
32WSSR,2,2,,N,A,,,1300,1300
SV064J,2,2,,,A,142,,640,
TB899J,1,2,,,V,153,,1000,1000
TB005Z,2,2,,,A,158,,1060,1060
V534NR,2,2,,N,A,198,,1725,1725
6ZFK91,2,2,,,,158,,1230,1230
SZ907P,2,2,,,A,148,,800,800
SX160V,2,2,,,A,158,,1050,1050
TB027F,1,2,,,V,158,,1080,1080
TD859G,1,2,,,V,154,,980,
SX120K,2,2,,,A,157,,1090,1090
SZ455L,1,2,,,V,150,,930,930
V375ND,2,2,,N,A,170,,2240,2240
TB993X,2,2,,,A,160,,1294,1294
SR603X,2,2,,,A,140,,720,720
07WSRJ,1,1,,N,A,,,1500,1500
TB206T,2,2,,,A,159,,1100,1100
TB967V,2,2,,,A,163,,1335,1335
SZ684R,1,2,,,V,161,,1065,1065
TB022G,1,2,,,V,155,,870,870
TB979H,2,2,,,A,160,,1294,1294
SZ473Z,2,2,,,A,149,,785,785
TB159P,2,2,,,A,143,,710,
SX481F,1,2,,,V,156,,1150,1150
SZ055S,2,2,,,A,158,,970,970
SR162X,1,2,,,V,158,,1070,1070
SZ102P,1,2,,,V,161,,1315,1315
OR82FG,1,3,,N,A,,,9000,9000
SZ265V,1,2,,,V,154,,980,980
10WSSB,1,1,,N,A,,,1350,1350
52BLB9,1,4,N,N,V,,,10000,10000
SZ758N,1,2,,,V,156,,920,920
TD536B,1,2,,,V,141,,740,740
TD917G,2,2,,,A,145,,800,
TB708F,2,2,,,A,163,,1070,1070
SR639K,2,2,,,A,140,,720,720
23WSSN,2,3,,N,A,,,5450,7500
SX935K,1,2,,,V,146,,770,
V974PR,1,2,,,V,174,,1900,1900
TB318R,1,2,,,V,155,,1100,1100
16BKX5,2,3,N,J,A,,,7500,7500
SX392D,2,2,,,A,159,,1050,
SV699B,2,2,,,A,168,,1630,
SZ513B,1,2,,,V,153,,920,920
TD955J,2,2,,,A,156,,1115,
SX815J,1,2,,,V,162,,1220,1220
TB231T,1,2,,,V,156,,1125,1125
SZ828Z,1,2,,,V,141,,695,
OR93HV,3,3,,N,A,,,9000,9000
SZ534B,1,2,,,V,150,,860,860
SZ268V,2,2,,,A,157,,1340,1340
RX780F,1,2,,,V,150,,840,
OR97JX,3,3,,N,A,,,9000,9000
TD463G,2,2,,,A,159,,960,
OR41KG,1,3,,N,A,,,9000,10000
TB609D,1,2,,,V,154,,940,940
TD514G,2,2,,,A,150,,1040,
TB032P,2,2,,,A,153,,1180,
SZ386Z,2,2,,,A,152,,840,840
SZ087J,2,2,,,A,151,,852,
TB290V,2,2,,,A,154,,900,900
SH523X,2,2,,,A,147,,825,
TB646R,1,2,,,V,162,,1125,1125
TD455G,2,2,,,A,146,,800,
00SFH3,1,2,,,V,141,,750,750
TB570X,1,2,,,V,156,,1100,
SV119J,1,2,,,V,142,,695,
SN123N,2,2,,,A,148,,790,
SX531L,2,2,,,A,142,,695,695
TB353Z,2,2,,,A,160,,1157,1157
TD576G,2,2,,,A,162,,1180,
TD925J,2,2,,,A,136,,700,
SZ971J,2,2,,,A,147,,790,790
SZ708V,2,2,,,A,149,,815,815
SZ829K,2,2,,,A,142,,695,695
TB735L,2,2,,,A,158,,960,960
SL014H,1,2,,,V,155,,910,
TB315N,1,2,,,V,150,,900,900
RK157T,2,2,,,A,158,,1200,
TB209V,2,2,,,A,150,,965,965
SZ359X,2,2,,,A,159,,1050,1050
TB819F,2,2,,,A,149,,880,880
TB625J,2,2,,,A,161,,1310,1310
TD405D,1,2,,,V,166,,1400,
ST783T,2,2,,,A,152,,877,
SB675P,2,2,,,A,143,,780,
SX265Z,2,2,,,A,169,,1510,
SR085J,1,2,,,V,150,,859,859
SZ323V,1,2,,,V,150,,870,870
TB779D,2,2,,,A,157,,1080,1080
SX209B,1,2,,,V,154,,970,970
TD124K,2,2,,,A,151,,910,
TB017Z,2,2,,,A,152,,867,867
TB022L,1,2,,,V,165,,1190,1190
TD868G,1,2,,,V,163,,1500,
TB126X,1,2,,,V,155,,1080,
TD957J,2,2,,,A,155,,915,
TB045F,1,2,,,V,144,,870,870
PX316T,2,2,,,A,152,,980,
SZ554V,1,2,,,V,153,,890,890
TB320L,1,2,,,V,155,,955,955
TD242B,2,2,,,A,151,,910,910
SX275L,2,2,,,A,154,,985,985
TB977K,2,2,,,A,141,,720,720
00BLB9,1,3,N,N,V,,,8000,8000
OR03JT,3,3,,N,A,,,9000,9000
SN960Z,2,2,,,A,158,,1340,
TB634D,1,2,,,V,153,,920,920
04BLB5,2,3,J,N,A,,G,11500,11500
TB496D,1,2,,,V,167,,1550,1550
SZ747N,1,2,,,V,158,,1040,1040
TB493N,1,2,,,V,157,,1000,1000
47WSSV,2,2,,N,A,,,9000,9000
V738RB,2,2,,,A,148,,975,975
SZ120J,1,2,,,V,157,,1000,
TB858H,2,2,,,A,152,,851,851
TB344L,1,2,,,V,141,,740,740
TD630H,1,2,,,V,158,,945,945
SN971N,1,2,,,V,158,,1050,
SX434Z,1,2,,,V,158,,1035,1035
TB757G,1,2,,,V,141,,710,710
SN042J,1,2,,,V,148,,855,
SV648L,1,2,,,V,181,,1850,
V721RB,1,2,,,V,177,,1800,1800
SX727J,2,2,,,A,151,,910,910
SZ667R,2,2,,,A,156,,1045,1045
RV815K,1,2,,,V,154,,1110,
SZ296B,1,2,,,V,154,,980,980
SZ625Z,2,2,,,A,148,,800,800
TD122G,1,2,,,V,150,,900,900
TB025Z,2,2,,,A,152,,851,851
V828PT,1,2,,,V,149,,1010,1010
V200RD,2,2,,N,A,176,,1725,1725
TB088T,2,2,,,A,140,,710,710
SZ327K,1,2,,,V,154,,965,965
SZ898N,1,2,,,V,152,,900,900
TD240F,1,2,,,V,160,,1093,1093
86WSST,2,2,,N,A,,,1000,1000
99WSSX,2,2,,N,A,,,10000,10000
TB323L,1,2,,,V,155,,900,900
TB794D,2,2,,,A,161,,1260,1260
TD254D,2,2,,,A,163,,1550,
TB316L,1,2,,,V,141,,740,740
TD617G,2,2,,,A,143,,710,
TD976G,1,2,,,V,141,,770,
V759PZ,2,2,,,A,162,,1800,1800
TB829H,2,2,,,A,144,,840,840
17WSSR,2,3,,J,A,,,10000,10000
TB114X,1,2,,,V,160,,1210,
TD081B,1,2,,,V,148,,900,900
TB840D,1,2,,,V,153,,890,890
TD909G,2,2,,,A,149,,1045,
V834PX,1,2,,N,V,171,,1650,1650
SR021H,1,2,,,V,164,,1155,
V987PX,1,2,,,V,151,,1200,1200
48BLD1,2,4,J,N,A,,G,9500,9900
TB048L,1,2,,,V,160,,1130,1130
TB662D,1,2,,,V,153,,1010,1010
V362PZ,1,2,,N,V,169,,1850,1850
V005PS,2,2,,,A,153,,1070,1070
TB645T,1,2,,,V,157,,1060,1060
V392PX,1,2,,N,V,167,,1550,1550
TB099X,2,2,,,A,151,,950,
SX469F,1,2,,,V,143,,695,695
V375PZ,2,2,,,A,105,,1200,1200
TB870D,1,2,,,V,141,,710,710
TB193V,1,2,,,V,153,,900,900
55WSSR,2,2,,N,A,,,1500,1500
TD936G,2,2,,,A,165,,1550,
SZ324X,1,2,,,V,163,,1160,1160
OR37JV,2,3,,N,A,,,10000,10000
SR630T,1,2,,,V,156,,1070,1070
V247PZ,1,2,,,V,162,,1585,1585
TB159P,1,2,,,V,145,,810,
TB979H,1,2,,,V,160,,1110,1110
SZ146G,1,2,,,V,155,,900,900
SF087N,2,2,,,A,161,,1345,
SZ870S,1,2,,,V,158,,1080,
TD033D,2,2,,,A,147,,900,
SZ917K,1,2,,,V,154,,1040,1040
SZ747N,2,2,,,A,158,,1070,1070
SX419X,1,2,,,V,150,,860,860
TB052F,2,2,,,A,141,,650,650
V016PZ,2,2,,,A,163,,1650,1650
TB342J,1,2,,,V,157,,1125,1125
SZ281V,2,2,,,A,148,,800,800
TD454B,2,2,,,A,149,,880,880
TB703Z,2,2,,,A,146,,825,825
V761LL,2,2,,N,A,173,,2100,2100
TD095K,2,2,,,A,156,,920,
SZ230X,2,2,,,A,158,,960,960
21KPT4,2,2,,,,141,,695,695
TB475B,2,2,,,A,147,,830,830
TB334L,1,2,,,V,141,,740,740
TB732F,1,2,,,V,163,,1160,1160
V729RB,2,2,,N,A,177,,2100,2100
TB110K,2,2,,,A,150,,1000,1000
SZ240S,1,2,,,V,150,,860,860
SZ211X,2,2,,,A,140,,720,720
SZ711T,2,2,,,A,147,,835,835
SR633T,2,2,,,A,149,,855,855
OR04JT,3,3,,N,A,,,9000,9000
SP029H,1,2,,,V,143,,830,
OR07JT,3,3,,N,A,,,9000,9000
SZ293H,2,2,,,A,159,,1225,1225
TB968K,2,2,,,A,141,,720,720
SV849T,1,2,,,V,157,,1005,
SZ951H,1,2,,,V,151,,859,
TD680B,2,2,,,A,156,,1080,1080
SZ085Z,1,2,,,V,156,,1100,1100
68WSSN,2,2,,N,A,,,1000,1000
V536LV,2,2,N,,A,163,,1720,1720
TB641P,2,2,,,A,162,,1010,1010
08SRH5,1,2,,,,150,,1195,1195
TB086L,2,2,,,A,154,,990,990
SX074L,2,2,,,A,156,,1050,
TB224X,2,2,,,A,152,,860,
SX468F,1,2,,,V,143,,695,695
TD958G,2,2,,,A,155,,980,
SZ622Z,1,2,,,V,158,,1160,1160
V362PZ,2,2,,N,A,152,,2300,2300
TD738B,1,2,,,V,154,,980,980
TD125F,2,2,,,A,161,,1370,1370
TB975K,2,2,,,A,141,,720,720
13WSPG,2,2,,N,A,,,1500,1500
TB588X,2,2,,,A,161,,1280,
SR631T,2,2,,,A,149,,855,855
TD345B,1,2,,,V,142,,700,700
SJ551Z,2,2,,,A,146,,770,770
OR65KH,2,3,,N,A,,,9000,9000
TB113F,1,2,,,V,154,,810,810
SX718G,1,2,,,V,156,,1060,1060
TD798J,2,2,,,A,159,,1345,
OR19KK,2,3,,N,A,,,9000,9000
TB405Z,1,2,,,V,153,,960,960
TB149K,1,2,,,V,153,,1020,1020
TD175B,1,2,,,V,160,,1150,1150
TB016L,1,2,,,V,155,,1070,1070
OR05JT,2,3,,N,A,,,9000,9000
V394PX,2,2,,N,A,162,,1800,1800
SB018X,2,2,,,A,159,,940,
TB357N,2,2,,,A,153,,910,910
TB907Z,2,2,,,A,152,,890,890
23WKNG,1,1,,N,A,,,2000,2000
SL597V,1,2,,,V,154,,930,
15BLB5,1,2,N,N,V,,,1850,1850
TD673D,2,2,,,A,152,,760,760
SP036F,1,2,,,V,153,,920,920
TB029D,1,2,,,V,155,,1000,1000
TB739L,2,2,,,A,154,,870,870
TD234B,2,2,,,A,141,,720,720
SZ963F,1,2,,,V,143,,600,600
TB969K,2,2,,,A,141,,720,720
TD834J,1,2,,,V,154,,900,
TB705B,2,2,,,A,157,,960,960
SX417X,1,2,,,V,153,,920,920
V828PT,2,2,,,A,151,,1100,1100
SZ410G,1,2,,,V,148,,895,895
TB016T,2,2,,,A,147,,750,750
SZ912R,1,2,,,V,157,,1060,1060
SB390P,2,2,,,A,152,,1050,
TB116F,1,2,,,V,153,,890,890
OR83KK,2,2,,N,A,,,10000,10000
91WSST,1,2,,N,A,,,1350,1350
TD814G,1,2,,,V,184,,1850,
TB713L,1,2,,,V,139,,740,740
TB243L,2,2,,,A,159,,1100,1100
ST264V,2,2,,,A,155,,1000,1000
TB739G,2,2,,,A,150,,990,990
TB033L,1,2,,,V,160,,1130,1130
TB106F,1,2,,,V,157,,990,990
OR60KG,2,3,,N,A,,,9000,9000
OR65FG,3,3,,J,A,,,9000,9000
V867PX,1,2,,,V,154,,1150,1150
SZ446H,1,2,,,V,139,,740,740
V007PX,2,2,,,A,153,,1230,1230
TD067B,1,2,,,V,151,,920,920
OR40HT,3,3,,N,A,,,9000,9000
V023RB,2,2,,,A,153,,1450,1450
SZ829H,1,2,,,V,151,,1100,
SZ323X,1,2,,,V,160,,1130,1130
SZ758N,2,2,,,A,157,,960,960
RS723N,2,2,,,A,145,,805,805
RJ636D,1,2,,,V,158,,970,970
TD098K,2,2,,,A,149,,880,
SX644N,1,2,,,V,139,,740,740
SZ610Z,2,2,,,A,141,,650,650
TB975D,1,2,,,V,154,,980,980
TB446X,2,2,,,A,142,,640,
TB788P,1,2,,,V,153,,887,887
SZ113G,2,2,,,A,140,,640,640
TD197D,2,2,,,A,152,,880,
TB273H,2,2,,,A,147,,770,
53WSSR,2,2,,N,A,,,1350,1350
SX443Z,1,2,,,V,153,,1035,1035
V007PX,1,2,,,V,154,,1100,1100
SZ996T,2,2,,,A,165,,1270,1270
TB321H,2,2,,,A,159,,1045,
SZ643L,2,2,,,A,148,,770,770
73BLB9,2,3,J,N,A,,G,11500,13000
SZ554D,2,2,,,A,140,,720,720
TB068J,1,2,,,V,156,,1020,1020
TB862D,2,2,,,A,152,,980,980
V214PV,2,2,,,A,173,,2100,2100
TD891G,1,2,,,V,142,,695,
NJ459K,1,2,,,V,143,,830,
V347PZ,1,2,,,V,157,,1225,1225
TB004F,1,2,,,V,150,,880,880
66WSRV,2,2,,N,A,,,1350,1350
TB071G,2,2,,,A,142,,710,710
TB079L,2,2,,,A,159,,1050,1050
SK244G,2,2,,,A,154,,995,
V371PV,2,2,,,A,156,,1050,1050
V837PX,1,2,,N,V,171,,1850,1850
SZ373V,1,2,,,V,154,,1060,1060
TB472Z,1,2,,,V,151,,880,880
SZ257X,2,2,,,A,152,,840,840
TB008X,2,2,,,A,146,,770,
V546PT,1,2,,,V,162,,1550,1550
SZ487K,1,2,,,V,150,,860,860
SX705J,1,2,,,V,154,,1040,1040
SZ096L,1,2,,,V,155,,920,920
SZ857N,2,2,,,A,158,,1060,1060
94WSSJ,1,1,,N,A,,,1200,1200
V264PX,1,2,,,V,162,,1680,1680
V738RB,1,2,,,V,150,,915,915
TB910Z,2,2,,,A,163,,1145,1145
TB227T,1,2,,,V,155,,960,960
TD818G,2,2,,,A,170,,1640,
TB997X,2,2,,,A,160,,1294,1294
V936PV,1,2,,N,V,175,,1850,1850
SZ815N,1,2,,,V,158,,1030,1030
TD224K,1,2,,,V,148,,750,
SJ006F,1,2,,,V,155,,1030,1030
37WSPD,2,2,,N,A,,,1350,1350
TB775S,2,2,,,A,156,,980,980
SR273J,2,2,,,A,163,,1400,1400
V399PS,2,2,,,A,162,,1800,1800
SR637K,1,2,,,V,139,,740,740
SZ608H,1,2,,,V,151,,850,850
TB761X,2,2,,,A,146,,825,825
TB929B,2,2,,,A,151,,893,893
TB250T,1,2,,,V,162,,1140,1140
TB738G,1,2,,,V,153,,910,910
TB523G,1,2,,,V,139,,740,740
TD713G,2,2,,,A,148,,990,
SX032Z,1,2,,,V,160,,1150,
TB809B,2,2,,,A,160,,1294,1294
OR90KJ,3,3,,N,A,,,9000,9000
TB887H,1,2,,,V,162,,1050,1050
TD746G,1,2,,,V,149,,955,
SX220Z,2,2,,,A,141,,695,
SZ168J,1,2,,,V,151,,859,
TB984V,1,2,,,V,162,,1300,1300
TD618H,1,2,,,V,161,,1295,1295
SX267N,2,2,,,A,151,,910,910
SV079P,1,2,,,V,147,,900,900
SZ676S,1,2,,,V,147,,800,
SV371Z,1,2,,,V,141,,855,855
SZ833H,1,2,,,V,143,,695,
TB971K,2,2,,,A,141,,720,720
OR71KG,3,3,,N,A,,,9000,9000
TB970R,1,2,,,V,150,,860,860
SZ391N,1,2,,,V,148,,895,895
SX470F,2,2,,,A,142,,695,695
ST580H,2,2,,,A,154,,995,995
TD205K,2,2,,,A,152,,990,
SX747V,1,2,,,V,155,,1070,1070
OR64KK,1,3,,J,A,,,9000,9000
TB705B,1,2,,,V,156,,920,920
TB044K,1,2,,,V,161,,1125,1125
OR45KG,1,3,,N,A,,,9000,9000
76BLB3,2,3,N,N,A,,,7500,7500
78BLD1,1,2,N,N,V,,,7500,7500
TD303D,2,2,,,A,141,,820,
SX412D,2,2,,,A,155,,1110,
SK897X,2,2,,,A,158,,1120,
SZ574V,2,2,,,A,152,,980,980
SZ194G,1,2,,,V,153,,915,915
OR41JP,3,3,,J,A,,,9000,9000
TB800S,2,2,,,A,163,,1070,1070
09WSKR,2,2,,N,A,,,1000,1000
SF471R,1,2,,,V,154,,1030,
TB843D,1,2,,,V,153,,930,930
TB152X,2,2,,,A,155,,1070,
SZ382V,2,2,,,A,150,,1050,1050
33WSSV,2,2,,N,A,,,1750,1750
V873PT,2,2,,,A,163,,1650,1650
TD648G,2,2,,,A,146,,770,
TB094B,2,2,,,A,152,,867,
TD253F,1,2,,,V,152,,1020,1020
TB393J,1,2,,,V,148,,855,855
OR32KG,2,2,,N,A,,,10000,10000
SX297P,1,2,,,V,156,,1120,
TB114X,2,2,,,A,158,,1240,
TB139N,2,2,,,A,148,,800,800
01BLB8,2,2,J,N,A,,A,6000,6000
TD474G,2,2,,,A,198,,2000,
TD588B,1,2,,,V,159,,1045,1045
TB773D,2,2,,,A,153,,930,930
TB462P,1,2,,,V,157,,1220,1220
SZ857F,2,2,,,A,156,,950,950
SX529L,2,2,,,A,142,,695,695
TD823J,2,2,,,A,148,,850,
SZ520B,2,2,,,A,156,,1070,1070
PS969R,2,2,,,A,163,,1145,
SZ942R,2,2,,,A,156,,1050,1050
SR061N,1,2,,,V,156,,920,920
SV388T,1,2,,,V,149,,850,
TB433H,2,2,,,A,151,,910,910
SX812H,2,2,,,A,156,,970,970
TB401B,2,2,,,A,156,,970,970
TB222N,1,2,,,V,153,,940,940
SZ939S,1,2,,,V,160,,1040,
SZ565V,2,2,,,A,148,,770,770
OR05JT,1,3,,J,A,,,9000,9000
SR489H,2,2,,,A,162,,1270,
TB804P,2,2,,,A,151,,876,876
V959PG,2,2,,,A,155,,1230,1230
TB704B,1,2,,,V,150,,785,785
RS723N,1,2,,,V,146,,850,850
TD073K,2,2,,,A,147,,800,
51WSSH,1,1,,N,A,,,1350,1350
TD537B,2,2,,,A,142,,710,710
RZ419S,1,2,,,V,151,,1140,
SX714J,2,2,,,A,151,,910,910
SZ593P,1,2,,,V,148,,895,895
SZ191K,1,2,,,V,164,,1250,1250
TB458B,1,2,,,V,150,,875,875
