Kenteken,"Brandstof volgnummer","Brandstof omschrijving","Brandstofverbruik buiten de stad","Brandstofverbruik gecombineerd","Brandstofverbruik stad","CO2 uitstoot gecombineerd","CO2 uitstoot gewogen","Geluidsniveau rijdend","Geluidsniveau stationair",Emissieklasse,"Milieuklasse EG Goedkeuring (licht)","Milieuklasse EG Goedkeuring (zwaar)","Uitstoot deeltjes (licht)","Uitstoot deeltjes (zwaar)",Nettomaximumvermogen,"Nominaal continu maximumvermogen",Roetuitstoot,"Toerental geluidsniveau","Emissie deeltjes type1 wltp","Emissie co2 gecombineerd wltp","Emissie co2 gewogen gecombineerd wltp","Brandstof verbruik gecombineerd wltp","Brandstof verbruik gewogen gecombineerd wltp","Elektrisch verbruik enkel elektrisch wltp","Actie radius enkel elektrisch wltp","Actie radius enkel elektrisch stad wltp","Elektrisch verbruik extern opladen wltp","Actie radius extern opladen wltp","Actie radius extern opladen stad wltp","Max vermogen 15 minuten","Max vermogen 60 minuten","Netto max vermogen elektrisch","Klasse hybride elektrisch voertuig"
ZR258G,1,Benzine,3.80,3.60,3.50,83,,67,67,6,"715/2007*EU 2018/1832 DG",,,,72.00,,,2500,,112,,4.90,,,,,,,,,,,NOVC-HEV
XJ575P,1,Diesel,4.90,5.40,6.30,144,,73,77,6,715/2007*2017/1347AD,,,,125.00,,0.15,2375,0.65,161,,6.20,,,,,,,,,,,
H762BT,1,Benzine,5.30,6.50,8.70,149,,68,73,6,715/2007*2018/1832AM,,,,184.00,,,3750,0.21,178,,7.80,,,,,,,,,,,NOVC-HEV
VFG62B,1,Diesel,5.70,6.40,7.20,166,,71,75,6,715/2007*2018/1832CI,,,,79.20,,0.50,2625,0.65,191,,7.30,,,,,,,,,,,
H159GS,1,Benzine,4.50,5.30,6.60,120,,67,76,6,715/2007*2018/1832DG,,,,110.00,,,3750,0.01,152,,6.70,,,,,,,,,,,
H559SB,1,Benzine,3.60,4.30,5.60,99,,66,73,6,715/2007*2018/1832DG,,,,74.00,,,3750,,117,,5.20,,,,,,,,,,,
RS459V,1,Elektriciteit,,,,,,,,Z,,,,,,0.38,,,,,,,,,,,,,,,0.30,1.90,NOVC-HEV
G895BP,1,Diesel,,,,111,,70,77,6,715/2007*2017/1347AG,,,,85.00,,0.51,3000,1.43,127,,,,,,,,,,,,,
H600FD,1,Benzine,3.80,4.40,5.30,100,,70,77,6,715/2007*2018/1832DG,,,,44.00,,,3750,,123,,5.50,,,,,,,,,,,
G202KS,1,Benzine,4.10,4.80,5.90,108,,67,69,6,715/2007*2018/1832DG,,,,92.00,,,3750,1.43,130,,5.80,,,,,,,,,,,
ZF478R,1,Benzine,4.30,5.10,6.40,116,,73,78,6,715/2007*2017/1347AD,,,,66.00,,,3750,,133,,5.90,,,,,,,,,,,
TR089S,1,Benzine,4.30,4.90,5.70,111,,64,73,6,715/2007*2017/1347AG,,0.00011,,66.00,,,3750,0.11,124,,5.70,,,,,,,,,,,
XT503G,1,Benzine,4.60,5.30,6.70,123,,67,72,6,715/2007*2017/1347AG,,,,120.00,,,3750,0.15,144,,6.30,,,,,,,,,,,
XJ323D,2,Benzine,4.00,3.70,3.40,86,,72,80,6,715/2007*2017/1347AG,,,,77.20,,,3750,0.20,110,,4.80,,,,,,,,,,,NOVC-HEV
ZV487R,1,Benzine,4.20,5.00,6.30,113,,73,78,6,715/2007*2017/1347AD,,,,66.00,,,3750,,132,,5.90,,,,,,,,,,,
G081BP,1,Benzine,3.80,4.50,5.70,102,,70,73,6,715/2007*2018/1832DG,,,,70.00,,,3750,0.13,122,,5.40,,,,,,,,,,,
XT020H,1,Benzine,4.80,5.50,6.70,126,,69,81,6,715/2007*2017/1347AG,,,,66.00,,,3750,,147,,6.50,,,,,,,,,,,
G850XG,1,Benzine,4.50,5.20,6.30,118,,68,74,6,715/2007*2018/1832AM,,,,133.00,,,3750,0.28,155,,6.80,,,,,,,,,,,
TR897Z,1,Benzine,4.70,5.60,7.00,129,,68,70,6,715/2007*2017/1347BG,,,,90.00,,,3750,0.34,156,,6.90,,,,,,,,,,,
V680XX,1,Diesel,4.50,4.70,5.00,123,,69,73,6,715/2007*2017/1347AH,,,,73.50,,0.50,2700,0.21,166,,6.30,,,,,,,,,,,
ZT113P,1,Benzine,4.30,5.30,7.10,122,,66,76,6,715/2007*2018/1832DG,,0.00037,,110.00,,,3750,,138,,6.10,,,,,,,,,,,
V348SF,1,Diesel,4.60,4.70,5.00,124,,69,73,6,715/2007*2017/1347AH,,,,55.20,,0.50,2700,0.24,156,,6.00,,,,,,,,,,,
TT057H,1,Benzine,6.20,7.10,8.60,162,,69,73,6,715/2007*2017/1347AG,,0.00044,,142.00,,,3750,0.44,201,0,8.90,0.00,,,,,,,,,,
TK454T,1,Diesel,3.90,4.40,5.30,117,,68,74,6,715/2007*2017/1347BG,,,,110.00,,0.23,2813,0.45,136,,5.20,,,,,,,,,,,
G464KH,1,Elektriciteit,,,,,,,,Z,,,,,,158.00,,,,,,,,249.85,374,420,,,,,,300.00,
XL532B,1,Benzine,4.90,5.70,7.00,129,,67,73,6,715/2007*2017/1347AG,,,,133.00,,,3750,0.65,167,,7.40,,,,,,,,,,,
XF155D,1,Benzine,5.40,6.30,8.00,143,,68,74,6,715/2007*2017/1347AG,,0.00021,,110.00,,,3750,0.21,165,,7.30,,,,,,,,,,,
G296ZJ,1,Elektriciteit,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,0.10,18.00,NOVC-HEV
G389PX,1,Benzine,5.40,6.10,7.40,139,,65,91,6,715/2007*2018/1832DG,,,,190.00,,,3750,0.13,162,,7.10,,,,,,,,,,,
XH883J,1,Benzine,4.30,4.70,5.50,107,,69,72,6,715/2007*2017/1347AG,,0.00007,,85.00,,,3750,0.07,128,,5.70,,,,,,,,,,,
XH026K,1,Benzine,6.20,7.20,9.10,165,,66,74,6,715/2007*2017/1347AG,,,,88.00,,,3750,0.18,187,,8.20,,,,,,,,,,,
XS282N,1,Benzine,4.10,4.50,5.20,103,,69,81,6,715/2007*2017/1347AG,,,,52.00,,,3750,,117,,5.20,,,,,,,,,,,
XT787K,1,Benzine,4.40,4.90,5.80,113,,69,74,6,715/2007*2017/1347AG,,0.00034,,66.00,,,3750,,134,,5.90,,,,,,,,,,,
G750HR,1,Benzine,7.00,8.30,10.60,189,,73,88,6,715/2007*2017/1347AG,,,,270.00,,,3750,0.30,215,,9.50,,,,,,,,,,,NOVC-HEV
PX402P,1,Elektriciteit,,,,,,,,Z,,,,,,10.10,,,,,,,,,,,,,,,9.90,45.00,NOVC-HEV
G366RT,1,Benzine,4.30,4.90,5.90,111,,68,70,6,715/2007*2018/1832DG,,,,70.00,,,3750,0.48,142,,6.30,,,,,,,,,,,
ZJ715F,1,Benzine,4.20,4.70,5.60,108,,69,75,6,715/2007*2017/1347AG,,,,61.00,,,3750,,129,,5.70,,,,,,,,,,,
H681KZ,1,Benzine,4.80,5.30,6.30,123,,65,72,6,715/2007*2018/1832DG,,0.00055,,121.00,,,3750,,158,,6.90,,,,,,,,,,,
XS876S,1,Benzine,5.70,6.80,8.70,155,,67,73,6,715/2007*2017/1347BG,,0.00019,,140.00,,,3750,0.19,187,,8.20,,,,,,,,,,,
G758VL,1,Benzine,,,,150,,70,79,6,715/2007*2017/1347AG,,,,115.00,,,3750,0.19,,,,,,,,,,,,,,
VDT20X,1,Diesel,5.60,6.00,6.80,159,,72,78,6,715/2007*2018/1832CI,,,,110.00,,0.51,2812,0.49,215,,8.20,,,,,,,,,,,
ZP516X,1,Benzine,4.10,4.50,5.40,103,,67,75,6,715/2007*2017/1347AG,,,,55.00,,,3750,,128,,5.70,,,,,,,,,,,
ZG724G,1,Benzine,5.40,6.10,7.10,138,,66,75,6,715/2007*2017/1347AG,,0.00018,,110.00,,,3750,0.18,172,,7.60,,,,,,,,,,,
XG461S,1,Diesel,4.10,4.50,5.10,117,,68,66,6,715/2007*2017/1347AG,,0.00037,,140.00,,0.50,2375,0.37,146,,5.60,,,,,,,,,,,
SK324X,1,Elektriciteit,,,,,,,,Z,,,,,,0.38,,,,,,,,,,,,,,,0.30,1.90,NOVC-HEV
TS345G,1,Benzine,4.70,5.50,6.80,125,,67,72,6,715/2007*2017/1347AG,,,,120.00,,,3750,0.15,150,,6.60,,,,,,,,,,,
VFL35H,1,Diesel,,7.20,,191,,70,82,6,715/2007*2018/1832CI,,,,100.00,,0.51,2625,0.23,327,,12.40,,,,,,,,,,,
ZG645F,1,Benzine,4.70,5.60,7.10,128,,67,71,6,715/2007*2017/1347AG,,,,103.00,,,3750,0.15,144,,6.40,,,,,,,,,,,
TT003G,1,Benzine,4.50,5.20,6.50,119,,68,76,6,715/2007*2017/1347AG,,,,110.00,,,3750,0.00,149,,6.60,,,,,,,,,,,
H197DL,1,Elektriciteit,,,,,,,,6,,,,,,10.10,,,,,,,,,,,,,,,9.90,45.00,NOVC-HEV
G663HF,1,Benzine,4.80,5.50,6.60,125,,66,78,6,715/2007*2017/1347AG,,,,110.00,,,3750,0.20,146,,6.50,,,,,,,,,,,
XN723G,1,Elektriciteit,,,,,,,,Z,,,,,,,,,,,,,,,,,,,,,,1.50,NOVC-HEV
H963RT,1,Benzine,4.70,5.20,6.10,119,,67,70,6,715/2007*2018/1832DG,,,,96.00,,,3750,0.59,149,,6.60,,,,,,,,,,,
H982RL,1,Benzine,3.50,3.80,4.30,86,,69,76,6,715/2007*2018/1832AM,,,,53.00,,,3750,,111,,4.90,,,,,,,,,,,
ZK566T,1,Benzine,4.90,5.60,6.60,127,,71,82,6,715/2007*2018/1832DG,,,,103.00,,,3750,0.47,146,,6.40,,,,,,,,,,,
ZH467Z,1,Benzine,4.50,5.00,5.90,115,,67,75,6,715/2007*2017/1347AG,,0.00020,,70.00,,,3750,0.20,131,,5.80,,,,,,,,,,,
G923TX,1,Elektriciteit,,,,,,,,Z,,,,,,100.00,,,,,,,,159.04,224,310,,,,,,100.00,
VFL37R,1,Benzine,4.80,5.30,6.20,121,,68,72,6,715/2007*2018/1832AN,,0.00132,,81.00,,,3750,,157,,6.90,,,,,,,,,,,
H075DG,1,Benzine,4.90,5.50,6.40,126,,68,72,6,715/2007*2018/1832AM,,0.00142,,81.00,,,3750,,161,,7.10,,,,,,,,,,,
ZJ291J,1,Benzine,3.80,4.50,5.80,104,,67,73,6,715/2007*2017/1347AG,,,,81.00,,,3750,0.62,131,,5.80,,,,,,,,,,,
H237PV,1,Elektriciteit,,,,,,,,6,715/2007*2018/1832DG,,,,,42.40,,,,,,,,,,,72.00,56,69,,42.40,80.60,OVC-HEV
ZB457G,1,Benzine,,,,129,,67,77,6,715/2007*2017/1347AG,,,,110.00,,,3750,0.59,142,,,,,,,,,,,,,
G540VL,1,Benzine,4.70,5.50,6.80,125,,69,71,6,715/2007*2018/1832DG,,,,110.00,,,3750,0.60,165,,7.20,,,,,,,,,,,
ZT484X,1,Benzine,4.30,4.90,5.70,111,,64,73,6,715/2007*2018/1832DG,,,,66.00,,,3750,0.11,124,,5.70,,,,,,,,,,,
ZL508B,1,Benzine,4.30,4.90,5.90,112,,68,75,6,715/2007*2018/1832DG,,,,73.50,,,3750,0.18,136,,6.00,,,,,,,,,,,
TJ107K,1,Benzine,4.40,5.00,6.20,114,,67,69,6,715/2007*2017/1347AG,,,,92.00,,,3750,1.43,135,,6.10,,,,,,,,,,,
XX737X,1,Benzine,3.80,4.20,4.80,95,,70,76,6,715/2007*2017/1347AG,,,,44.00,,,3750,,117,,5.20,,,,,,,,,,,
H413RZ,1,Benzine,3.60,4.10,5.00,94,,65,75,6,715/2007*2018/1832DG,,,,69.90,,,3750,0.36,116,,5.10,,,,,,,,,,,
XL861K,1,Benzine,5.10,5.70,6.60,129,,69,73,6,715/2007*2017/1347AG,,,,82.00,,,3750,0.40,153,,6.80,,,,,,,,,,,
XS150L,1,Benzine,4.50,5.00,5.90,115,,67,75,6,715/2007*2017/1347AG,,0.00020,,70.00,,,3750,0.20,130,,5.80,,,,,,,,,,,
ZL311D,1,Benzine,3.50,3.80,4.30,86,,69,76,6,"715/2007*EU 2018/1832 DG",,,,53.00,,,3750,,111,,4.90,,,,,,,,,,,
XS093Z,1,Benzine,3.50,3.80,4.20,86,,69,76,6,"715/2007*EU 2017/1154AD",,,,53.00,,,3750,,111,,4.90,,,,,,,,,,,
XG017Z,1,Benzine,5.30,6.00,7.30,137,,70,81,6,715/2007*2017/1347BG,,,,135.00,,,3750,,175,,7.70,7.70,,,,,,,,,,
VDV49S,1,Diesel,4.60,5.10,6.10,135,,73,72,6,715/2007*2018/1832CH,,,,55.00,,0.52,2375,,155,,5.90,,,,,,,,,,,
ZL319R,1,Benzine,4.60,5.20,6.10,118,,71,73,6,715/2007*2017/1347AG,,,,96.00,,,3750,0.59,154,,6.80,,,,,,,,,,,
ZB663S,1,Benzine,4.60,5.50,6.90,124,,68,75,6,715/2007*2018/1832DG,,,,100.00,,,3375,,141,,6.20,6.20,,,,,,,,,,
H337LJ,1,Benzine,4.50,5.00,5.80,114,,71,75,6,715/2007*2018/1832DG,,,,73.60,,,3375,0.14,133,,5.80,,,,,,,,,,,
ZD735N,1,Benzine,4.70,5.30,6.20,119,,70,72,6,715/2007*2017/1347AG,,,,92.00,,,3750,0.34,145,,6.50,,,,,,,,,,,
G829PJ,1,Benzine,4.40,5.20,6.50,119,,65,82,6,715/2007*2018/1832DG,,,,90.00,,,3750,0.14,142,,6.30,,,,,,,,,,,NOVC-HEV
TV165V,1,Benzine,3.50,3.80,4.20,86,,69,76,6,715/2007*2017/1154*AD,,,,53.00,,,3750,,112,,4.90,,,,,,,,,,,
ZK354B,1,Diesel,5.80,6.70,8.40,175,,72,71,6,715/2007*2017/1347BG,,0.00080,,75.00,,0.50,2375,0.80,190,,7.20,,,,,,,,,,,
SG258R,1,Elektriciteit,,,,,,,,Z,,,,,,0.38,,,,,,,,,,,,,,,0.30,1.90,NOVC-HEV
NV988S,1,Elektriciteit,,,,,,,,Z,,,,,,10.10,,,,,,,,,,,,,,,9.90,45.00,NOVC-HEV
XG307L,1,Benzine,5.50,6.20,7.40,140,,70,76,6,715/2007*2017/1347BG,,,,135.00,,,3750,,177,,7.80,7.80,,,,,,,,,,
G292ZD,1,Benzine,3.90,4.40,5.30,101,,67,73,6,715/2007*2018/1832AM,,,,81.00,,,3750,0.36,126,,5.60,,,,,,,,,,,
ZD356T,1,Benzine,4.70,5.20,6.00,118,,64,73,6,715/2007*2017/1347AG,,,,66.00,,,3750,0.33,133,,5.90,,,,,,,,,,,
H289HX,1,Benzine,5.00,5.70,7.00,130,,69,72,6,715/2007*2017/1347AG,,,,103.00,,,3750,0.40,160,,7.10,,,,,,,,,,,
ZL932S,1,Benzine,4.60,5.20,6.10,118,,71,73,6,715/2007*2017/1347AG,,,,96.00,,,3750,0.59,154,,6.80,,,,,,,,,,,
ZN110F,2,Benzine,5.00,5.90,7.50,135,,66,72,6,715/2007*2017/1347BG,,0.00016,,110.00,,,3750,0.16,164,,7.20,,,,,,,,,,,NOVC-HEV
G931NP,1,Benzine,3.80,4.50,5.70,102,,70,73,6,715/2007*2018/1832DG,,,,70.00,,,3750,0.13,122,,5.40,,,,,,,,,,,
H295SR,1,Benzine,3.60,4.10,4.80,93,,68,74,6,715/2007*2018/1832AM,,,,55.00,,,3750,,123,,5.50,,,,,,,,,,,
G631LL,1,Benzine,3.90,4.70,6.00,107,,70,75,6,715/2007*2018/1832DG,,,,70.00,,,3750,0.00,127,,5.60,,,,,,,,,,,
G666KZ,1,Benzine,3.50,3.80,4.30,86,,69,76,6,715/2007*2018/1832DG,,,,53.00,,,3750,,111,,4.90,,,,,,,,,,,
XK148F,1,Benzine,4.30,5.10,6.40,115,,70,75,6,715/2007*2017/1347AG,,,,51.50,,,3750,,129,,5.80,,,,,,,,,,,
ZR834L,1,Benzine,4.30,4.70,5.50,107,,69,72,6,715/2007*2017/1347AG,,0.00007,,85.00,,,3750,0.07,129,,5.70,,,,,,,,,,,
H405NN,1,Elektriciteit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80,NOVC-HEV
H330NK,1,Benzine,5.20,5.80,6.80,132,,64,86,6,715/2007*2018/1832DG,,,,135.00,,,3750,0.45,159,,7.00,,,,,,,,,,,
XR381V,1,Benzine,4.80,5.50,6.50,125,,70,73,6,715/2007*2017/1347AG,,,,88.30,,,3750,0.53,138,,6.10,,,,,,,,,,,
TS222J,1,Elektriciteit,,,,,,,,Z,,,,,,10.10,,,,,,,,,,,,,,,9.90,45.00,NOVC-HEV
G020LR,1,Benzine,4.80,5.50,6.70,126,,65,77,6,715/2007*2018/1832DG,,,,110.00,,,3750,0.15,150,,6.60,,,,,,,,,,,
XG846R,1,Benzine,4.60,5.20,6.30,119,,67,75,6,715/2007*2017/1347AG,,,,81.00,,,3750,0.97,150,,6.70,,,,,,,,,,,
XP396J,1,Benzine,4.20,4.80,5.80,110,,68,76,6,715/2007*2017/1347AG,,,,61.00,,,3750,,133,,5.90,,,,,,,,,,,
G485GH,1,Benzine,5.90,6.60,7.80,150,,67,78,6,715/2007*2018/1832DG,,,,121.00,,,3750,0.30,173,,7.70,,,,,,,,,,,
G881FB,1,Benzine,3.80,4.20,4.80,95,,70,76,6,715/2007*2017/1347AG,,,,44.00,,,3750,,117,,5.20,,,,,,,,,,,
G862LZ,1,Benzine,4.10,5.10,6.60,116,,66,73,6,715/2007*2018/1832DG,,,,96.00,,,3750,0.00,129,,5.70,,,,,,,,,,,
H595KN,1,Benzine,5.30,5.60,7.40,127,,67,73,6,715/2007*2018/1832DG,,,,96.00,,,2565,0.21,143,,6.30,,,,,,,,,,,
H063BD,1,Diesel,4.70,5.30,6.30,140,,71,69,6,715/2007*2018/1832AM,,,,110.00,,0.50,3000,0.37,163,,6.00,,,,,,,,,,,
H293BS,1,Elektriciteit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.10,NOVC-HEV
G805KK,1,Benzine,4.00,4.60,5.70,106,,69,73,6,715/2007*2018/1832DG,,,,70.00,,,3750,0.00,127,,5.60,,,,,,,,,,,
G426XH,1,Benzine,,5.60,,128,,69,73,6,715/2007*2017/1347AG,,,,133.00,,,3750,0.65,167,,7.40,,,,,,,,,,,
ZT916G,1,Benzine,4.20,4.80,5.90,110,,67,74,6,715/2007*2017/1347AG,,,,66.00,,,3750,,128,,5.70,,,,,,,,,,,
G425LD,1,Benzine,4.80,5.50,6.60,125,,70,80,6,715/2007*2018/1832DG,,,,66.00,,,3750,,147,,6.50,,,,,,,,,,,
H708GT,1,Benzine,3.60,4.30,5.60,99,,66,73,6,715/2007*2018/1832CG,,,,74.00,,,3750,,117,,5.20,,,,,,,,,,,
ZR743X,1,Benzine,4.10,4.80,6.10,110,,70,72,6,715/2007*2017/1347AG,,,,59.00,,,3750,,131,,5.80,,,,,,,,,,,
G886SV,1,Benzine,4.00,4.60,5.60,104,,65,74,6,715/2007*2018/1832DG,,,,70.00,,,3750,0.01,123,,5.50,,,,,,,,,,,
XN419D,2,Benzine,3.60,3.70,3.50,84,,73,74,6,"715/2007*EU 2017/1154AD",,,,54.00,,,2500,,108,,4.80,,,,,,,,,,,NOVC-HEV
ZF528T,1,Benzine,5.50,6.10,7.20,140,,65,81,6,715/2007*2018/1832DG,,,,89.00,,,3750,0.08,161,,7.20,,,,,,,,,,,
XT674R,1,Elektriciteit,,,,,,,,Z,,,,,,0.10,,,,,,,,,,,,,,,0.10,18.00,NOVC-HEV
SR425J,1,Elektriciteit,,,,,,,,Z,,,,,,10.10,,,,,,,,,,,,,,,9.90,45.00,NOVC-HEV
XX429H,1,Benzine,5.50,6.30,7.70,144,,69,75,6,715/2007*2017/1347AG,,,,90.00,,,3750,0.34,170,,7.50,,,,,,,,,,,
XR220X,1,Benzine,4.50,5.00,5.80,114,,71,75,6,715/2007*2017/1347AG,,,,73.60,,,3375,0.14,132,,5.80,,,,,,,,,,,
TX035J,2,Benzine,4.00,3.80,3.40,86,,67,68,6,"715/2007*EU 2017/1154 AG",,,,72.00,,,2500,,111,,4.90,,,,,,,,,,,NOVC-HEV
XZ856R,1,Benzine,4.90,5.70,6.90,129,,68,92,6,715/2007*2018/1832DG,,,,135.00,,,3750,,154,,6.80,6.80,,,,,,,,,,
XB538H,2,Benzine,4.50,4.40,4.50,101,,74,72,6,715/2007*2017/1347AG,,,,103.00,,,3540,,129,,5.60,,,,,,,,,,,NOVC-HEV
ZH401G,2,Benzine,5.10,5.90,7.40,137,,66,72,6,715/2007*2017/1347BG,,0.00022,,140.00,,,3750,0.22,165,,7.30,,,,,,,,,,,NOVC-HEV
XG697B,1,Diesel,4.10,4.60,5.40,120,,69,74,6,715/2007*2017/1347BG,,,,110.00,,0.23,2813,0.69,146,,5.60,,,,,,,,,,,
G808VB,1,Benzine,5.80,6.60,7.80,151,,69,75,6,715/2007*2018/1832DG,,,,130.00,,,3750,0.47,176,,7.80,,,,,,,,,,,
H018KT,2,Benzine,6.20,5.50,4.40,,34.00000,69,71,6,715/2007*2018/1832AM,,,,147.00,,,2760,0.21,,31,1.30,1.30,,,,,,,,,,OVC-HEV
G028LP,1,Benzine,4.80,5.50,6.60,125,,66,78,6,715/2007*2017/1347AG,,,,110.00,,,3750,0.20,146,,6.50,,,,,,,,,,,
H514JT,1,Benzine,4.80,5.60,6.90,128,,69,78,6,715/2007*2018/1832DG,,,,103.00,,,3450,0.07,150,,6.60,,,,,,,,,,,
XF836V,1,Benzine,4.20,5.00,6.30,115,,66,73,6,715/2007*2017/1347*AG,,,,81.00,,0.51,3750,0.86,137,,6.10,,,,,,,,,,,
G608PR,1,Benzine,3.40,3.70,4.30,85,,69,76,6,715/2007*2018/1832DG,,,,53.00,,,3750,,111,,4.90,,,,,,,,,,,
G240HG,1,Benzine,5.00,5.60,6.60,128,,71,72,6,715/2007*2018/1832DG,,,,120.00,,,3750,0.40,146,,6.40,,,,,,,,,,,
G675LV,1,Elektriciteit,,,,,,,,Z,,,,,,158.00,,,,,,,,256.11,366,413,,,,,,300.00,
ZT486T,1,Benzine,3.80,3.60,3.50,83,,67,67,6,"715/2007*EU 2018/1832 DG",,,,72.00,,,2500,,112,,4.90,,,,,,,,,,,NOVC-HEV
ZF132D,1,Benzine,3.50,3.80,4.20,86,,69,76,6,715/2007*2017/1154AD,,,,53.00,,,3750,,112,,4.90,,,,,,,,,,,
ZJ301N,1,Benzine,5.00,5.60,6.60,129,,67,75,6,715/2007*2017/1347AG,,,,81.00,,,3750,0.97,153,,6.80,,,,,,,,,,,
ZN119D,1,Benzine,4.20,5.00,6.30,113,,73,78,6,715/2007*2017/1347AD,,,,66.00,,,3750,,132,,5.90,,,,,,,,,,,
G918HZ,1,Benzine,4.10,4.80,5.80,109,,67,76,6,715/2007*2018/1832AM,,0.00152,,81.00,,,3750,,140,,6.20,,,,,,,,,,,
TJ072L,1,Benzine,4.60,5.20,6.40,119,,67,76,6,715/2007*2017/1347BG,,,,100.00,,,3375,,142,,6.30,6.30,,,,,,,,,,
XH904L,1,Benzine,4.80,5.30,6.20,121,,67,72,6,715/2007*2017/1347AG,,,,82.00,,,3750,0.55,139,,6.10,,,,,,,,,,,
H587GV,1,Benzine,4.10,4.40,4.90,101,,70,77,6,715/2007*2018/1832DG,,,,49.30,,,3750,0.00,117,,5.20,,,,,,,,,,,
ZV561J,1,Benzine,4.10,4.60,5.30,104,,69,71,6,715/2007*2017/1347AG,,,,70.00,,,3750,0.03,121,,5.30,,,,,,,,,,,
H052FB,1,Benzine,4.00,5.00,6.00,116,,74,82,6,715/2007*2018/1832CG,,,,51.00,,,4125,,136,,5.90,,,,,,,,,,,
XS961J,1,Benzine,4.20,5.00,6.30,113,,73,78,6,715/2007*2017/1347AD,,,,66.00,,,3750,,133,,5.90,,,,,,,,,,,
XB003K,1,Benzine,4.00,5.00,6.00,116,,73,83,6,715/2007*2017/1347AG,,,,62.50,,,4125,,131,,5.90,,,,,,,,,,,
H179GH,1,Elektriciteit,,,,,,,,Z,,,,,,62.70,,,,,,,,,,,155.00,63,73,,93.00,164.20,OVC-HEV
G785DZ,1,Benzine,4.30,4.70,5.50,107,,69,72,6,715/2007*2017/1347AG,,,,85.00,,,3750,0.07,128,,5.70,,,,,,,,,,,
XV889G,1,Benzine,4.20,5.00,6.30,114,,73,78,6,715/2007*2017/1347AD,,,,66.00,,,3750,,136,,6.10,,,,,,,,,,,
ZJ992V,1,Benzine,4.30,4.70,5.50,107,,70,72,6,"715/2007*EU 2017/1347 AD",,,,53.00,,,3750,,131,,5.80,,,,,,,,,,,
TT384L,1,Benzine,5.40,6.20,7.70,142,,70,84,6,715/2007*2017/1347BG,,,,135.00,,,3750,,183,,8.10,8.10,,,,,,,,,,
G026ZZ,1,Benzine,4.10,4.40,4.90,101,,70,77,6,715/2007*2018/1832DG,,,,49.30,,,3750,0.00,118,,5.20,,,,,,,,,,,
G882HG,1,Benzine,4.60,5.10,5.90,116,,71,74,6,715/2007*2017/1347AG,,,,54.00,,,3750,,139,,6.20,,,,,,,,,,,
G145KK,1,Benzine,4.50,5.20,6.50,120,,67,70,6,715/2007*2018/1832DG,,,,85.00,,,3375,0.22,136,,6.00,,,,,,,,,,,
TN070X,1,Diesel,4.50,4.90,5.50,128,,69,76,6,715/2007*2017/1347BG,,,,110.00,,0.17,2813,0.23,144,,5.50,,,,,,,,,,,
XJ368F,1,Diesel,3.40,3.70,4.20,97,,67,69,6,715/2007*2017/1347AD,,0.00049,,70.00,,0.50,2375,0.49,128,,4.90,,,,,,,,,,,
G044FJ,1,Benzine,5.40,6.50,8.30,147,,71,78,6,715/2007*2018/1832DG,,,,95.00,,,3750,0.20,167,,7.30,,,,,,,,,,,
TT734S,1,Benzine,4.40,4.70,5.20,107,,67,71,6,715/2007*2017/1347AG,,0.00020,,70.00,,,3750,0.20,137,,6.10,,,,,,,,,,,
XT981R,1,Benzine,4.80,5.40,6.30,122,,72,80,6,715/2007*2017/1347AD,,,,66.00,,,3750,,140,,6.20,,,,,,,,,,,
XK063X,1,Benzine,4.60,5.10,6.00,116,,71,74,6,715/2007*2017/1347AG,,,,96.00,,,3750,1.20,154,,6.80,,,,,,,,,,,
H798FL,1,Elektriciteit,,,,,,69,,Z,715/2007*2018/1832AX,,,,,61.00,,,,,,,,147.70,253,353,,,,,,61.00,
XS171K,1,Benzine,4.10,4.70,5.90,107,,66,73,6,715/2007*2017/1347AG,,,,81.00,,,3750,0.51,136,,6.00,,,,,,,,,,,
ZS656J,1,Benzine,4.70,5.50,6.90,126,,69,81,6,715/2007*2017/1347AG,,,,66.00,,,3750,,147,,6.50,,,,,,,,,,,
G981ZV,1,Elektriciteit,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,0.30,1.90,NOVC-HEV
ZG922X,1,Benzine,3.80,4.20,4.80,95,,70,76,6,715/2007*2017/1347AG,,,,44.00,,,3750,,117,,5.20,,,,,,,,,,,
H849TJ,1,Benzine,5.30,6.00,7.20,137,,66,82,6,715/2007*2018/1832DG,,,,135.00,,,3750,0.31,172,,7.60,,,,,,,,,,,
H746GZ,1,Benzine,,,,,41.00000,68,72,6,715/2007*2018/1832AM,,,,132.00,,,3750,0.12,,49,6.90,2.10,,,,,,,,,,OVC-HEV
ZD317T,1,Benzine,5.00,5.80,7.10,132,,69,75,6,715/2007*2018/1832DG,,,,103.00,,,3450,,158,,6.90,6.90,,,,,,,,,,
ZD282B,1,Benzine,5.00,5.80,7.00,134,,67,70,6,715/2007*2017/1347BG,,,,112.00,,,3750,0.32,163,,7.20,,,,,,,,,,,
VDJ01N,1,Diesel,5.90,7.10,9.10,187,,72,78,6,715/2007*2018/1832CI,,,,75.00,,0.50,2375,0.80,187,,7.20,,,,,,,,,,,
